,KEYWORDS,SUMMARY,TEXT,TITLE,URL
10,"['尾盘在美前国家安全顾问弗林承认向fbi撒谎后急转直下', 'yearthe', 'pictures', '欧股收低']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above",欧股收低 尾盘在美前国家安全顾问弗林承认向FBI撒谎后急转直下,https://www.reuters.com/article/europe-stocks-market-us-flynn-1202-idCNKBS1DW034
11,"['إردوغان', 'أصولهم', 'الذين', 'yearthe', 'pictures', 'رجال', 'للخارج', 'الأعمال', 'خونة', 'ينقلون']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above","إردوغان: رجال الأعمال الذين ينقلون أصولهم للخارج ""خونة""",https://www.reuters.com/article/worldNews/idARAKBN1DX0N6
12,"['pacific', 'abandoned', 'papua', 'center', 'seekers', 'occupying', 'westbrook', 'stormed', 'officiallyshuttered', 'enter', 'ordering', 'officers', 'tom', 'remove', 'detention']","Police enter an officially-shuttered Australian-run detention camp in Papua New Guinea ordering some 380 asylum seekers occupying it to leave.
Reuters' Tom Westbrook describes how officers were said to have stormed the facility to remove the men.",Police enter an officially-shuttered Australian-run detention camp in Papua New Guinea ordering some 380 asylum seekers occupying it to leave. Reuters' Tom Westbrook describes how officers were said to have stormed the facility to remove the men.,Police enter abandoned Pacific detention center,https://www.reuters.com/video/2017/11/23/police-enter-abandoned-pacific-detention?videoId=373037206&videoChannel=118110&channelName=Dateline+Asia
13,"['北極海公海で漁業禁止へ', 'yearthe', 'pictures']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above",北極海公海で漁業禁止へ,https://www.reuters.com/article/idJP2017120301001345?il=0
14,"['20', 'regulator', 'rebounds', 'cboe', 'way', 'cryptocurrency', 'hours', 'week', 'trading', 'followed', 'futures', 'cme', '10500', 'bitcoin', 'approves']","LONDON (Reuters) - Bitcoin rebounded on Friday to hit the day’s highs above $10,500, recovering from an earlier dip below $9,500, after the U.S. derivatives regulator said it would allow CME Group (CME.O) and CBOE Global Markets (CBOE.O) to list bitcoin futures.
The announcement by the Commodity Futures Trading Commission (CFTC) paves the way for CME and CBOE to become the first traditional U.S. regulated exchanges to launch trading in bitcoin-related financial contracts, a watershed moment for the cryptocurrency that could lead to greater regulatory scrutiny.
Bitcoin, which had been trading at around $10,150 on the Luxembourg-based Bitstamp exchange BTC=BTSP before the news, jumped to as high as $10,513 in the 20 minutes that followed, leaving it up more than 5 percent on the day.
It has been a volatile week for the biggest and best-known cryptocurrency.
On Wednesday, bitcoin smashed through $10,000 before rocketing past $11,000 less than 12 hours later to an all time-high of $11,395, and then plunging around 20 percent in the hours that followed.","LONDON (Reuters) - Bitcoin rebounded on Friday to hit the day’s highs above $10,500, recovering from an earlier dip below $9,500, after the U.S. derivatives regulator said it would allow CME Group (CME.O) and CBOE Global Markets (CBOE.O) to list bitcoin futures.

The announcement by the Commodity Futures Trading Commission (CFTC) paves the way for CME and CBOE to become the first traditional U.S. regulated exchanges to launch trading in bitcoin-related financial contracts, a watershed moment for the cryptocurrency that could lead to greater regulatory scrutiny.

Bitcoin, which had been trading at around $10,150 on the Luxembourg-based Bitstamp exchange BTC=BTSP before the news, jumped to as high as $10,513 in the 20 minutes that followed, leaving it up more than 5 percent on the day.

It has been a volatile week for the biggest and best-known cryptocurrency. On Wednesday, bitcoin smashed through $10,000 before rocketing past $11,000 less than 12 hours later to an all time-high of $11,395, and then plunging around 20 percent in the hours that followed.","Bitcoin rebounds to $10,500 after U.S. regulator approves futures",http://www.reuters.com/article/us-global-markets-bitcoin/bitcoin-rebounds-to-10500-after-u-s-regulator-approves-futures-idUSKBN1DV4XH?feedType=RSS&amp;feedName=businessNews
15,"['election', 'overhaul', 'reuterscom', 'francisco', 'san', 'media', 'ads', '2016', 'political', 'facebook', 'tax']","Facebook to overhaul political ads after threat of U.S. regulation SAN FRANCISCO Facebook Inc on Thursday launched an overhaul of how it handles paid political advertisements, giving a concession to U.S. lawmakers who have threatened to regulate the world's largest social network over secretive ads that run during election campaigns.
|Trump dismisses Facebook ads controversy as part of 'Russia hoax' WASHINGTON U.S. President Donald Trump on Friday questioned Facebook Inc's decision to overhaul how it handles paid political advertisements amid investigations into alleged Russian interference in U.S. elections.
Twitter to meet Congressional panel probing 2016 election Twitter Inc representatives will meet with the U.S. Senate Select Committee on Intelligence staff next week in relation to inquiries into the 2016 U.S. presidential election, a company representative said.
U.S. appeals court blocks San Francisco ordinance on soda health warnings SAN FRANCISCO A U.S. appeals court sided with the beverage industry on Tuesday, granting its request to block a San Francisco ordinance mandating health warnings for soda and other sugary drinks.
Facebook removes feature that let ads reach 'Jew haters' SAN FRANCISCO Facebook Inc said on Thursday it was temporarily disabling the ability of advertisers to target based on people's self-reported education and job information after a report that those features allowed targeting based on anti-Semitic topics.","More ADventures Headlines

Nielsen sues comScore to block new TV ratings service NEW YORK Nielsen Holdings Plc filed a lawsuit on Friday to stop comScore Inc from using its technology to launch a competing service for measuring television audiences.

Facebook to overhaul political ads after threat of U.S. regulation SAN FRANCISCO Facebook Inc on Thursday launched an overhaul of how it handles paid political advertisements, giving a concession to U.S. lawmakers who have threatened to regulate the world's largest social network over secretive ads that run during election campaigns. |

Trump dismisses Facebook ads controversy as part of 'Russia hoax' WASHINGTON U.S. President Donald Trump on Friday questioned Facebook Inc's decision to overhaul how it handles paid political advertisements amid investigations into alleged Russian interference in U.S. elections. |

Time Inc in talks to sell assets; warns on third-quarter ad revenue softness Time Inc said on Friday it was looking to sell several assets, including Time Inc UK, and warned it experienced more-than-anticipated softness in both print and advertising revenue during the current quarter.

Kremlin: Russia did not use Facebook adverts to sway U.S. election MOSCOW Russia did not place adverts on Facebook Inc to try to influence the 2016 U.S. Presidential election, Kremlin spokesman Dmitry Peskov said on Friday.

Australia's Seven West Media says Prime takeover offer falls through SYDNEY Top Australian television broadcaster Seven West Media Ltd and smaller Prime Media Group Ltd said they held takeover talks which ended without a deal, a faltering start to likely media consolidation brought on by deregulation.

EU eyes solo move to increase tax on online giants, risking U.S. anger BRUSSELS The European Commission said on Thursday it may seek to implement tax reform to raise more revenue from online giants without the backing of the United States and other rich nations, in a move that could spark a new transatlantic dispute.

Twitter to meet Congressional panel probing 2016 election Twitter Inc representatives will meet with the U.S. Senate Select Committee on Intelligence staff next week in relation to inquiries into the 2016 U.S. presidential election, a company representative said.

Democrats seek disclosure after Russia-backed political ads Democratic U.S. lawmakers on Wednesday urged the Federal Election Commission to require transparency for social media advertising after Russians bought U.S. political ads on Facebook Inc in an alleged attempt to influence the 2016 elections.

Facebook to add more human review to ad system: COO Sandberg SAN FRANCISCO Facebook Inc will add ""more human review and oversight"" to its ad-buying system, Chief Operating Officer Sheryl Sandberg said on Wednesday, responding to rising criticism that automated processes have allowed people to buy discriminatory ads.

EU ready to move alone on digital tax if no global deal BRUSSELS The European Commission said the EU should proceed with an overhaul of taxes on digital firms even if the rest of the rich world did not follow suit, a draft report said.

U.S. appeals court blocks San Francisco ordinance on soda health warnings SAN FRANCISCO A U.S. appeals court sided with the beverage industry on Tuesday, granting its request to block a San Francisco ordinance mandating health warnings for soda and other sugary drinks.

App Annie's new product offers insight into consumer trends in China FRANKFURT The pioneer of mobile app analytics, App Annie, on Tuesday said it has begun tracking Android app usage in China, a landmark for understanding consumer behavior in the world's top smartphone market, which increasingly sets the pace for global trends.

Google disables offensive ad keywords found by BuzzFeed Alphabet Inc's Google said it had disabled a ""majority"" of the offensive keywords that BuzzFeed found could be used by advertisers to target people searching for racist and anti-Semitic topics.

Vivendi notified Italy government about its holding in Telecom Italia: source PARIS Vivendi notified the Italian government on Friday about its holding in Telecom Italia as required by the authorities, a source close to the matter said.

Facebook removes feature that let ads reach 'Jew haters' SAN FRANCISCO Facebook Inc said on Thursday it was temporarily disabling the ability of advertisers to target based on people's self-reported education and job information after a report that those features allowed targeting based on anti-Semitic topics.

Facebook to launch election integrity effort in Canada TORONTO Facebook Inc , under pressure over its role in possible Russian meddling in last year's U.S. presidential election, said it plans an election integrity initiative to protect Canada's next vote from cyber threats.",Reuters.com,https://www.reuters.com/news/subjects/ADventures
16,"['cftc报告cbot大豆期货11月28日持仓报告表', 'yearthe', 'pictures']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above",CFTC报告：CBOT大豆期货11月28日持仓报告(表),https://www.reuters.com/article/CFTC%E6%8A%A5%E5%91%8A%EF%BC%9ACBOT%E5%A4%A7%E8%B1%86%E6%9C%9F%E8%B4%A711%E6%9C%8828%E6%97%A5%E6%8C%81%E4%BB%93%E6%8A%A5%E5%91%8A-idCNL3S1O303L
17,"['bound', 'qatar', 'uae', 'trade', 'maersk', 'seeks', 'ship', 'jebel', 'alternatives', 'spokesman', 'shipping', 'arab', 'arabia', 'container', 'cargo', 'unable']","A Maersk Line spokesman said on Tuesday: “We have confirmation that we will not be able to move Qatar cargo in and out of Jebel Ali.”“We expect disruptions to our Qatar services.
The situation is very fluid,” the spokesman said, adding that Maersk would notify customers about alternative options as soon as possible.
The spokesman said the company, which is the world’s biggest container shipping line, was looking at other routes such as Oman.
Food imports have been affected as Saudi Arabia closed its land border with Qatar, stranding thousands of trucks carrying supplies.
Trade sources said the UAE and Saudi Arabia have already cut exports of white sugar to Qatar.","LONDON (Reuters) - Maersk (MAERSKb.CO) can no longer transport goods in or out of Qatar after Arab countries imposed restrictions on trade with the tiny Gulf state and the company is looking at alternative shipping routes.

FILE PHOTO: Containers are seen unloaded from the Maersk's Triple-E giant container ship Maersk Majestic at the Yangshan Deep Water Port, part of the Shanghai Free Trade Zone, in Shanghai, China, September 24, 2016. REUTERS/Aly Song/File Photo

Shipping lines normally transship cargoes from the United Arab Emirates port of Jebel Ali to Qatar, which relies heavily on imports by sea and land.

A Maersk Line spokesman said on Tuesday: “We have confirmation that we will not be able to move Qatar cargo in and out of Jebel Ali.”

“We expect disruptions to our Qatar services. The situation is very fluid,” the spokesman said, adding that Maersk would notify customers about alternative options as soon as possible.

The spokesman said the company, which is the world’s biggest container shipping line, was looking at other routes such as Oman.

Larger container ships are unable to dock at ports in Qatar due in part to shallow waters so shipping lines use feeder services, which transport container boxes from the larger port of Jebel Ali in the United Arab Emirates.

Saudi Arabia, Egypt, the UAE and Bahrain severed relations with Qatar and closed their airspace to commercial flights on Monday, in the worst split between powerful Arab states in decades.

Ports have also been directly affected, which has disrupted trade in commodities from crude oil to metals and food.

The ban has meant that any ship sailing to and from Qatar will be prevented from calling at major ports in the UAE and Saudi Arabia, which include Jebel Ali, as well as Bahrain.

Food imports have been affected as Saudi Arabia closed its land border with Qatar, stranding thousands of trucks carrying supplies.

Trade sources said the UAE and Saudi Arabia have already cut exports of white sugar to Qatar. Consumption is traditionally higher during the Muslim holy month of Ramadan, which is currently being observed.","Maersk says unable to ship Qatar bound cargo from UAE, seeks alternatives",https://www.reuters.com/article/us-gulf-qatar-shipping/maersk-says-unable-to-ship-qatar-bound-cargo-from-uae-seeks-alternatives-idUSKBN18X1YS
18,"['india', 'incentives', 'set', 'rupees', 'nadu', 'seeks', '770', 'million', 'notice', 'outstanding', 'exclusive', 'tamil', 'sues', 'arbitration', 'state', 'nissan', 'dues']","But, in August, Nissan gave India an ultimatum to appoint an arbitrator, the person said, adding the first arbitration hearing will be in mid-December.
A Nissan spokesman said the company was “committed to working with the government of India toward a resolution,” but did not elaborate.
A senior Tamil Nadu state official said the government hoped to resolve the dispute without having to go to international arbitration.
Nissan did not specify the business impact in the 8-page notice, but said in 2008 that state incentives were critical to the project’s viability and sustainability.
The company spokesman said Nissan has created more than 40,000 direct and indirect jobs in India.","NEW DELHI (Reuters) - Japanese automaker Nissan Motor (7201.T) has begun international arbitration against India to seek more than $770 million in a dispute over unpaid state incentives, according to a person familiar with the matter and documents reviewed by Reuters.

In a legal notice sent to Prime Minister Narendra Modi last year, Nissan sought payment of incentives due from the Tamil Nadu government as part of a 2008 agreement to set up a car manufacturing plant in the southern state.

According to the notice, Nissan said repeated requests to state officials for the payment, due in 2015, were overlooked and even a plea by the company’s chairman, Carlos Ghosn, to Modi in March of last year seeking federal assistance did not yield any results.

The notice, sent by Nissan’s lawyers in July 2016, was followed by more than a dozen meetings between federal and state officials and Nissan executives, said the person familiar with the matter, who did not want to be named as it is not public.

The federal officials, from several ministries, assured Nissan the payment would be made, and it should not bring a legal case. But, in August, Nissan gave India an ultimatum to appoint an arbitrator, the person said, adding the first arbitration hearing will be in mid-December.

A Nissan spokesman said the company was “committed to working with the government of India toward a resolution,” but did not elaborate.

A senior Tamil Nadu state official said the government hoped to resolve the dispute without having to go to international arbitration. “There is no discrepancy with regard to the amount due, and we are trying hard to resolve the issue,” the official told Reuters.

Modi’s office did not respond to an email seeking comment.

The case, brought against India for alleged violations of its Comprehensive Economic Partnership Agreement with Japan, is the latest in a string of international arbitration proceedings against the country by investors concerned about issues ranging from retrospective taxation to payments disputes.

There are over 20 cases pending against India, among the highest against any single nation.

FILE PHOTO: A company logo is seen on the newly-unveiled Nissan ""Terrano"" compact sport utility vehicle during a news conference in Mumbai, India August 20, 2013. REUTERS/Danish Siddiqui/File Photo

The dispute between Nissan and the Tamil Nadu government also shows the challenges companies face in India and how local disputes could undermine the Modi government’s efforts to attract foreign investment and create new jobs.

GROWING LOSSES

Several automakers, including Ford (F.N) and Hyundai Motor (005380.KS), have set up production hubs in Tamil Nadu, giving state capital Chennai the nickname; the ‘Detroit of South Asia’.

In 2008, when Nissan and its global alliance partner, French carmaker Renault (RENA.PA), agreed to invest in setting up a car plant in Chennai, the state government promised several incentives including some tax refunds.

Over seven years, Nissan and Renault invested 61 billion rupees ($946 million) and set up a plant with annual production capacity of 480,000 vehicles, which entitled them to receive the incentives in 2015, according to the legal notice.

In that notice, Nissan’s lawyers said the state government’s decision to not pay was “arbitrary”, and Nissan has “incurred significant and increasing losses”.

Nissan did not specify the business impact in the 8-page notice, but said in 2008 that state incentives were critical to the project’s viability and sustainability.

The carmaker, in its notice, is claiming 29 billion rupees in unpaid incentives and 21 billion rupees in damages, plus interest and other costs.

Nissan, which has less than a 2 percent share of India’s passenger car market, builds and sells the Micra hatchback, Sunny sedan and Terrano sport-utility vehicle. It also sells low-cost cars under its Datsun brand.

The company spokesman said Nissan has created more than 40,000 direct and indirect jobs in India.

($1 = 64.5100 Indian rupees)",Exclusive: Nissan sues India over outstanding dues; seeks over $770 million,https://www.reuters.com/article/nissan-india-arbitration/exclusive-nissan-sues-india-over-outstanding-dues-seeks-over-770-million-idINKBN1DV3N5
19,"['polizei', 'potsdamer', 'surrounding', 'suspicious', 'potsdam', 'market', 'bombenattrappe', 'fahndet', 'absender', 'reuterszoltan', 'von', 'nach', 'germany', 'investigate', 'near', 'german', 'object']","Police have evacuated a Christmas market and the surrounding area in the German city of Potsdam, near Berlin, Germany, December 1, 2017, to investigate a suspicious object.
Reuters/Zoltan Berta","Police have evacuated a Christmas market and the surrounding area in the German city of Potsdam, near Berlin, Germany, December 1, 2017, to investigate a suspicious object. Reuters/Zoltan Berta",Polizei fahndet nach Absender von Potsdamer Bombenattrappe,https://www.reuters.com/article/deutschland-sicherheit-potsdam-idDEKBN1DV5E1
20,"['humanoid', 'tamaoki', 'japanese', 'mirrors', 'thr3', 'soundbite', 'helper', 'toyotas', 'toyota', 'robots', 'robot', 'saying', 'remote', 'controller']","Introducing T-HR3 - Toyota's third generation humanoid robot Designed to explore how clever joints can improve brilliant balance and real remote control Toyota says its 29 joints allow it to copy the most complex of moves - safely Bringing friendly, helpful robots one step closer (SOUNDBITE) (Japanese) MANAGER OF PARTNER ROBOT DIVISION AT TOYOTA MOTOR CORPORATION, AKIFUMI TAMAOKI, SAYING: ""Humanoid robots are very popular among Japanese people...creating one like this has always been our dream and that's why we pursued it.""
The robot is controlled by a remote operator sitting in an exoskeleton -- mirroring its master's moves A headset giving the operator a realtime robot point of view (SOUNDBITE) (Japanese) MANAGER OF PARTNER ROBOT DIVISION AT TOYOTA MOTOR CORPORATION, AKIFUMI TAMAOKI, SAYING: ""We're primarily focused on making this robot a very family-oriented one, so that it can help people including services such as carer.""
Toyota say T-HR3 could help around the homes or medical facilities in Japan or construction sites A humanoid helping hand - designed for a population ageing faster than anywhere else on earth","Introducing T-HR3 - Toyota's third generation humanoid robot Designed to explore how clever joints can improve brilliant balance and real remote control Toyota says its 29 joints allow it to copy the most complex of moves - safely Bringing friendly, helpful robots one step closer (SOUNDBITE) (Japanese) MANAGER OF PARTNER ROBOT DIVISION AT TOYOTA MOTOR CORPORATION, AKIFUMI TAMAOKI, SAYING: ""Humanoid robots are very popular among Japanese people...creating one like this has always been our dream and that's why we pursued it."" The robot is controlled by a remote operator sitting in an exoskeleton -- mirroring its master's moves A headset giving the operator a realtime robot point of view (SOUNDBITE) (Japanese) MANAGER OF PARTNER ROBOT DIVISION AT TOYOTA MOTOR CORPORATION, AKIFUMI TAMAOKI, SAYING: ""We're primarily focused on making this robot a very family-oriented one, so that it can help people including services such as carer."" Toyota say T-HR3 could help around the homes or medical facilities in Japan or construction sites A humanoid helping hand - designed for a population ageing faster than anywhere else on earth",Toyota's humanoid robot helper mirrors its controller,https://www.reuters.com/video/2017/11/29/toyotas-humanoid-robot-helper-mirrors-it?videoId=373071519&videoChannel=118169
