,KEYWORDS,SUMMARY,TEXT,TITLE,URL
10,"['view', 'responding', 'reporter', 'rough', 'street', 'twitter', 'york', 'reports', 'transcript', 'explosion', 'unknown', 'nyc']","The New York Police Department was responding to reports of an explosion of unknown origin on Monday morning in midtown Manhattan at 42nd Street and 8th Avenue, according to the police department's official Twitter feed.
Rough Cut (no reporter narration).
▲ Hide Transcript▶ View Transcript","The New York Police Department was responding to reports of an explosion of unknown origin on Monday morning in midtown Manhattan at 42nd Street and 8th Avenue, according to the police department's official Twitter feed. Rough Cut (no reporter narration).

▲ Hide Transcript

▶ View Transcript",NYC police responding to reports of explosion,https://www.reuters.com/video/2017/12/11/nyc-police-responding-to-reports-of-expl?videoId=373693768&videoChannel=75
11,"['financieros', 'commentaryin', 'energéticos', 'pct', 'gravity', 'toll', 'en', 'liderada', 'britain', 'papeles', 'sube', 'brexit', 'por', 'provisorio', 'y', 'economic']","CommentaryIn Brexit Britain, economic gravity will take its toll","Commentary

In Brexit Britain, economic gravity will take its toll","BOLSA ARGENTINA SUBE 1,72 PCT EN CIERRE PROVISORIO LIDERADA POR PAPELES ENERGÉTICOS Y FINANCIEROS",https://www.reuters.com/article/businessNews/idARL1N1OB1LS
12,"['路透中文网', '文章存档']",,,文章存档 | 路透中文网,https://cn.reuters.com/news/archive/bitcoin-price-risk-regs
13,"['russian', 'vladimir', 'videos', 'president', 'riding', 'puppy', 'series', 'santa', 'publicity', 'seen', 'putin', 'business']","Russian President Vladimir Putin is seen riding a brown bear in mediaeval armour, cuddling a puppy and dressed as Santa Claus - it's not his latest series of publicity photos, but the artwork at a new Moscow exhibition","Russian President Vladimir Putin is seen riding a brown bear in mediaeval armour, cuddling a puppy and dressed as Santa Claus - it's not his latest series of publicity photos, but the artwork at a new Moscow exhibition",Top News & Business Videos,http://uk.reuters.com/news/video
14,"['study', 'underwater', 'step', 'researchers', 'universe', 'surprises', 'artificial', 'science', 'creating', 'washington', 'scientists']","Rats join mosquitoes as targets for 'gene drive' pest control LONDON Rodents have joined mosquitoes in the cross-hairs of scientists working on a next-generation genetic technology known as ""gene drive"" to control pests.
Arctic sea ice melt to exacerbate California droughts: study WASHINGTON Melting Arctic sea ice could render sun-soaked California vulnerable to a recurrence of the severe drought suffered in recent years as it is likely to cause high pressure systems that push away rain-bearing storms, a study released on Tuesday said.
U.S.,Singapore researchers' underwater robot inspired by manta ray SINGAPORE Researchers in Singapore have built an underwater robot that looks and swims like a manta ray, using only single motors and flexible fins to propel it through water in a manner uncannily like its biological cousin.
ChinaU.S. scientists take step toward creating artificial life CHICAGO In a major step toward creating artificial life, U.S. researchers have developed a living organism that incorporates both natural and artificial DNA and is capable of creating entirely new, synthetic proteins.
Russia says cannot make contact with new space satellite VOSTOCHNY COSMODROME, Russia Russian space agency Roscosmos said on Tuesday it had failed to establish contact with a newly-launched weather satellite.","Colossal distant black hole holds surprises about early universe WASHINGTON The oldest and most distant black hole ever observed -- a celestial brute 800 million times more massive than the sun -- is providing scientists some surprises about the nature of the universe when, on a cosmic scale, it was a mere toddler.

Oddball dinosaur was 'mixture between a Velociraptor and a goose' WASHINGTON A strange turkey-sized, bird-like dinosaur that boasted a swan's neck, arms resembling flippers, long legs and a mouth full of needle-like teeth staked out a unique amphibious lifestyle in rivers and lakes about 75 million years ago in Mongolia.

Rats join mosquitoes as targets for 'gene drive' pest control LONDON Rodents have joined mosquitoes in the cross-hairs of scientists working on a next-generation genetic technology known as ""gene drive"" to control pests.

Arctic sea ice melt to exacerbate California droughts: study WASHINGTON Melting Arctic sea ice could render sun-soaked California vulnerable to a recurrence of the severe drought suffered in recent years as it is likely to cause high pressure systems that push away rain-bearing storms, a study released on Tuesday said. U.S.,

Singapore researchers' underwater robot inspired by manta ray SINGAPORE Researchers in Singapore have built an underwater robot that looks and swims like a manta ray, using only single motors and flexible fins to propel it through water in a manner uncannily like its biological cousin. | Tech,

Dazzling egg fossils crack open secrets of ancient flying reptiles WASHINGTON A dazzling discovery in northwestern China of hundreds of fossilized pterosaur eggs is providing fresh understanding of these flying reptiles that lived alongside the dinosaurs including evidence that their babies were born flightless and needed parental care. China

U.S. scientists take step toward creating artificial life CHICAGO In a major step toward creating artificial life, U.S. researchers have developed a living organism that incorporates both natural and artificial DNA and is capable of creating entirely new, synthetic proteins.

Russia says cannot make contact with new space satellite VOSTOCHNY COSMODROME, Russia Russian space agency Roscosmos said on Tuesday it had failed to establish contact with a newly-launched weather satellite. |",Science News,https://www.reuters.com/news/science
15,"['software', 'internal', 'highly', 'hacking', 'cyberrisk', 'sophisticated', 'microsoft', 'video', 'told', 'tracking', 'topsecret', 'microsofts']","Microsoft’s top-secret internal database for tracking bugs in its own software was broken into by a highly sophisticated hacking group several years ago, five former Microsoft employees told Reuters.","Microsoft’s top-secret internal database for tracking bugs in its own software was broken into by a highly sophisticated hacking group several years ago, five former Microsoft employees told Reuters.",Video: CyberRisk,https://www.reuters.com/video/cyberrisk
16,['コラム2018年の投資戦略悲観より楽観が得策か村上尚己氏'],,,コラム：2018年の投資戦略、悲観より楽観が得策か＝村上尚己氏,https://jp.reuters.com/article/column-forexforum-naoki-murakami-idJPKBN1E505D
17,"['exhibition', 'screens', 'open', 'entertainment', 'saudi', 'amc', 'cinema', 'plans', 'sovereign', 'theaters', 'fund', 'venture', 'investment', 'pif', 'movie', 'owns']","DUBAI (Reuters) - Saudi Arabia’s main sovereign wealth fund said it planned to enter the cinema business with major U.S.-based movie exhibition company AMC Entertainment Holdings, as the conservative kingdom lifts a 35-year-old ban on cinemas.
“In line with the fund’s mandate to help unlock promising new sectors within the kingdom, PIF and AMC Entertainment will explore theatrical exhibition and related investment and partnership opportunities in Saudi Arabia,” the Public Investment Fund said.
AMC, which owns the Odeon brand, is one of the largest movie exhibition companies in the world with about 1,000 theaters and 11,000 screens across the globe.
Dubai-based mall operator Majid Al Futtaim, which owns VOX Cinemas, said it wanted to open the first movie theater there.
The fund is getting into a wide range of industries from real estate development to technology investment, tourism and waste recycling.","DUBAI (Reuters) - Saudi Arabia’s main sovereign wealth fund said it planned to enter the cinema business with major U.S.-based movie exhibition company AMC Entertainment Holdings, as the conservative kingdom lifts a 35-year-old ban on cinemas.

“In line with the fund’s mandate to help unlock promising new sectors within the kingdom, PIF and AMC Entertainment will explore theatrical exhibition and related investment and partnership opportunities in Saudi Arabia,” the Public Investment Fund said.

Neither of the partners gave details of the business ventures which might arise from their non-binding memorandum of understanding.

The Saudi government announced on Monday that the first theaters could start showing films as early as March, part of a liberalizing reform drive that has opened the door to concerts, comedy shows and women drivers in the past year.

AMC, which owns the Odeon brand, is one of the largest movie exhibition companies in the world with about 1,000 theaters and 11,000 screens across the globe.

Other cinema chains are also eyeing the Saudi market. Dubai-based mall operator Majid Al Futtaim, which owns VOX Cinemas, said it wanted to open the first movie theater there. The government said it expected to open over 300 cinemas with more than 2,000 screens by 2030.

With assets of over $220 billion, the PIF is being used by the government to spearhead its drive to diversify the Saudi economy beyond oil. The fund is getting into a wide range of industries from real estate development to technology investment, tourism and waste recycling.",Saudi sovereign fund plans cinema venture with AMC Entertainment,https://www.reuters.com/article/entertainmentNews/idCAKBN1E60B0-OCAEN
18,"['los', 'publicist', 'celebrity', 'wars', 'industry', 'star', 'entertainment', 'trains', 'office', 'angeles', 'jedi', 'youngs', 'prison']","More Reuters Entertainment NewsSinger Neil Young's model trains fetch nearly $300,000 at auction Singer-songwriter Neil Young's extensive collection of model trains have fetched nearly $300,000 at auction, along with classic cars and musical equipment owned by the 72-year-old folk-rock icon.
MusicBox Office: 'Coco' wins as 'Star Wars: The Last Jedi' waits in the wings LOS ANGELES (Variety.com) - With anticipation building for ""Star Wars: The Last Jedi,"" Disney-Pixar's animated comedy ""Coco"" handily won its third straight crown at a moderate North American box office with $18.3 million at 3,748 sites.
FilmFormer British celebrity publicist Max Clifford dies in prison LONDON Britain's best-known publicist, Max Clifford, died on Sunday after collapsing in prison, where he was serving an eight-year sentence for indecently assaulting teenage girls in the 1970s and 1980s.
'Star Wars: The Last Jedi' premieres with tribute to late Carrie Fisher Los Angeles The galaxy far, far away was brought to life in downtown Los Angeles on Saturday for the world premiere of “Star Wars: The Last Jedi” where the anticipated first screening was dedicated to the franchise’s late star, Carrie Fisher.","More Reuters Entertainment News

Singer Neil Young's model trains fetch nearly $300,000 at auction Singer-songwriter Neil Young's extensive collection of model trains have fetched nearly $300,000 at auction, along with classic cars and musical equipment owned by the 72-year-old folk-rock icon. Music

Box Office: 'Coco' wins as 'Star Wars: The Last Jedi' waits in the wings LOS ANGELES (Variety.com) - With anticipation building for ""Star Wars: The Last Jedi,"" Disney-Pixar's animated comedy ""Coco"" handily won its third straight crown at a moderate North American box office with $18.3 million at 3,748 sites. Film

Former British celebrity publicist Max Clifford dies in prison LONDON Britain's best-known publicist, Max Clifford, died on Sunday after collapsing in prison, where he was serving an eight-year sentence for indecently assaulting teenage girls in the 1970s and 1980s.

'Star Wars: The Last Jedi' premieres with tribute to late Carrie Fisher Los Angeles The galaxy far, far away was brought to life in downtown Los Angeles on Saturday for the world premiere of “Star Wars: The Last Jedi” where the anticipated first screening was dedicated to the franchise’s late star, Carrie Fisher. | Film,",Entertainment Industry & Celebrity News,https://www.reuters.com/news/entertainment
19,"['gravity', 'toll', 'diciembre', 'méxico', 'fix', 'britain', '189740dlr', 'brexit', '13', 'economic', 'commentaryin', 'cambio', 'tipo']","CommentaryIn Brexit Britain, economic gravity will take its toll","Commentary

In Brexit Britain, economic gravity will take its toll","TIPO DE CAMBIO FIX MÉXICO A 18.9740/DLR, DICIEMBRE 13",https://www.reuters.com/article/businessNews/idMXL1N1OB1JT
20,"['view', 'hedge', 'breakingviews', 'tv', 'strict', 'pct', 'richard', 'regulators', 'means', 'trln', 'transcript', 'managed', 'funds', 'reduces']","Dec 6 - A strict definition of the industry reduces its estimated $3 trln of managed assets by 70 pct.
Antony Currie and Richard Beales explain what this means for both investors and regulators.
▲ Hide Transcript▶ View Transcript","Dec 6 - A strict definition of the industry reduces its estimated $3 trln of managed assets by 70 pct. Antony Currie and Richard Beales explain what this means for both investors and regulators.

▲ Hide Transcript

▶ View Transcript",Breakingviews TV: Hedge funds no more,https://www.reuters.com/video/2017/12/06/breakingviews-tv-hedge-funds-no-more?videoId=373139622&videoChannel=118169&channelName=Editors%27+Picks
21,"['view', 'millennials', 'europes', 'rented', 'crisis', 'youtube', 'europe', 'stars', 'plan', 'rescue', 'sail', 'search', 'transcript', 'migrant', 'ship', 'farright']","A dozen far-right millennials and YouTube stars from North America and Europe plan to use a rented ship to monitor humanitarian search and rescue operations in the Mediterranean, in what they call an effort to ''defend Europe'' from an African immigration invasion.
▲ Hide Transcript▶ View Transcript","A dozen far-right millennials and YouTube stars from North America and Europe plan to use a rented ship to monitor humanitarian search and rescue operations in the Mediterranean, in what they call an effort to ''defend Europe'' from an African immigration invasion.

▲ Hide Transcript

▶ View Transcript",Far-right millennials sail against Europe's migrant crisis,https://www.reuters.com/video/2017/07/21/far-right-millennials-sail-against-europ?videoId=372150973&videoChannel=118206&channelName=Migrant+Crisis
